Ranking,Rating,Number of Reviews,Price,City Part,City Ranking 1,City Ranking 2,Cuisine Norm,Days,Dif Days
279.0,4.5,32.0,2,0.0094,0.0024314666666666665,0.008347736357678789,-0.004979199999999999,146.0,1233.0
2241.0,4.0,68.0,1,0.122425,0.06641356209150327,0.10260624568339069,0.0110208,249.0,179.0
11629.0,3.5,95.0,1,0.143925,-0.1468255038220987,0.04036826841761346,0.0110208,86.0,128.0
3525.0,3.5,231.0,2,0.06835,-0.019782235638492497,0.03988122363182031,0.0030208000000000014,180.0,253.0
854.0,4.0,50.0,1,0.0223,0.0009510662177328844,0.012821235138519814,-0.012979199999999998,1737.0,3.0
1517.0,5.0,0.0,1,0.022325,-0.015617488789237669,0.010373309692178286,-0.012979199999999998,578.0,2468.0
2754.0,4.0,44.0,0,0.053325,-0.015532281894934333,0.029850837541556215,-0.004979199999999999,1904.0,318.0
739.0,4.0,33.0,1,0.0204,0.0019273619631901841,0.015402360779467885,0.0190208,436.0,322.0
3490.0,4.5,32.0,1,0.05195,-0.03531699566682715,0.05078797016993279,-0.012979199999999998,464.0,422.0
3571.0,4.0,61.0,1,0.0777,-0.011578725458641777,0.05074057707232259,-0.012979199999999998,1137.0,527.0
14903.0,3.0,4.0,1,0.143925,-0.2286897237665045,0.014529419776505646,-0.004979199999999999,302.0,595.0
380.0,4.5,537.0,1,0.05195,0.04247043813192104,0.0753335159707861,0.0030208000000000014,857.0,540.0
4936.0,4.0,37.0,1,0.122425,-0.0009751991421568627,0.08133681778424924,-0.012979199999999998,320.0,365.0
5459.0,4.5,8.0,1,0.06835,-0.06814992682034395,0.024616967446595597,-0.004979199999999999,338.0,377.0
564.0,4.0,89.0,1,0.0223,0.008209203142536476,0.015110741413255495,-0.004979199999999999,174.0,1131.0
9468.0,5.0,0.0,1,0.143925,-0.0927911179638638,0.0574231712622787,-0.012979199999999998,1002.0,504.0876149434008
958.0,4.5,86.0,0,0.0777,0.05376729964596074,0.0713635554344285,0.0030208000000000014,122.0,1363.0
3983.0,4.5,4.0,1,0.06835,-0.03123642517380168,0.03626642046075883,-0.012979199999999998,629.0,302.0
506.0,4.5,50.0,1,0.016475,0.0038308130699088146,0.011653974859081028,0.0110208,575.7305018056379,504.0876149434008
5710.0,4.0,35.0,0,0.143925,0.0011752041348158445,0.0870818130439779,-0.012979199999999998,100.0,363.0
1208.0,4.5,97.0,0,0.143925,0.11374475764419736,0.12261220295914815,0.0110208,162.0,1435.0
49.0,4.5,305.0,1,0.122425,0.12122475490196079,0.11990590652009497,0.0190208,158.0,481.0
990.0,4.0,133.0,1,0.053875,0.029138521355617456,0.03926760765567764,0.0110208,144.0,836.0
526.0,4.5,7.0,1,0.011075,-0.0020796945701357468,0.007265354637146785,0.0030208000000000014,493.0,179.0
14040.0,4.0,5.0,1,0.143925,-0.2071109755038221,0.021340331925948544,0.0110208,766.0,464.0
1295.0,5.0,6.0,1,0.023725,-0.008659124472573838,0.012181128542448577,-0.004979199999999999,575.7305018056379,504.0876149434008
796.0,4.5,94.0,1,0.02715,0.00725668202764977,0.0221501564758375,0.0110208,120.0,965.0
1140.0,3.5,100.0,1,0.012825,-0.015705615234375,0.005037714511794356,0.0030208000000000014,257.0,805.0
4970.0,3.5,72.0,1,0.05195,-0.07233480982185846,0.039107131653771096,-0.012979199999999998,1262.0,110.0
7895.0,4.0,125.0,1,0.143925,-0.053459285962473936,0.06983749896920069,-0.004979199999999999,116.0,1811.0
1909.0,3.5,13.0,1,0.0223,-0.025453535353535353,0.00449216920801587,-0.012979199999999998,204.0,266.0
390.0,4.5,36.0,0,0.01345,0.003706890130353817,0.009894276127624477,0.0030208000000000014,109.0,189.0
2432.0,2.5,3.0,1,0.0205,-0.04034920634920635,0.0017762927637821717,-0.012979199999999998,307.0,504.0876149434008
2963.0,4.5,10.0,1,0.02915,-0.04496356223175965,0.005833514913375637,-0.012979199999999998,2396.0,504.0876149434008
6023.0,3.0,207.0,1,0.053875,-0.09674489322191272,-0.0004577932148802619,0.035020800000000005,572.0,395.0
1228.0,3.5,199.0,1,0.0325,0.0018013856812933028,0.02496701680244762,0.0110208,170.0,486.0
11837.0,3.0,13.0,1,0.122425,-0.1735354370915033,0.026872876436577594,-0.012979199999999998,455.0,745.0
478.0,4.5,19.0,1,0.01345,0.0015027932960893853,0.009199386822571841,0.0110208,427.0,478.0
529.0,5.0,4.0,1,0.012025,-0.0012025,0.006547009899390772,-0.004979199999999999,443.0,245.0
2653.0,1.5,4.0,1,0.0223,-0.04407441077441077,-0.001381598614064635,-0.012979199999999998,63.0,356.0
3938.0,4.5,85.0,1,0.143925,0.04548290045170257,0.10106667553391163,0.0190208,120.0,173.0
6217.0,3.5,17.0,1,0.0777,-0.07775001609269393,0.029857147777974234,-0.012979199999999998,277.0,86.0
1178.0,4.0,7.0,1,0.011075,-0.018416572398190046,0.002116429394299281,-0.012979199999999998,264.0,413.0
7749.0,3.5,49.0,0,0.122425,-0.07131456290849673,0.05913611252254799,-0.004979199999999999,244.0,219.0
2073.0,3.0,8.0,1,0.0205,-0.03136324786324786,0.004610466551327947,-0.012979199999999998,575.7305018056379,504.0876149434008
1725.0,5.0,18.0,0,0.06835,0.025234229784120012,0.05408787364909254,0.035020800000000005,575.7305018056379,504.0876149434008
10036.0,4.0,23.0,1,0.143925,-0.10699358495482975,0.052940438816295426,-0.004979199999999999,184.0,278.0
8589.0,3.5,44.0,0,0.143925,-0.0708123002084781,0.06436035756512958,0.0030208000000000014,132.0,74.0
1396.0,4.0,22.0,1,0.0157,-0.019230622009569376,0.006671432432706659,0.0030208000000000014,223.0,742.0
5916.0,4.0,14.0,0,0.05195,-0.095996196437169,0.03164086595357585,-0.012979199999999998,299.0,1249.0
8501.0,4.5,19.0,1,0.122425,-0.09011840277777779,0.053201192381488856,-0.012979199999999998,273.0,2533.0
6997.0,3.5,73.0,1,0.06835,-0.10661399560922062,0.012478174265170772,-0.004979199999999999,470.0,718.0
7398.0,2.5,23.0,1,0.06835,-0.1166426637394804,0.009313248344656239,-0.012979199999999998,725.0,468.0
3306.0,4.0,172.0,2,0.143925,0.06128564541348159,0.10605450459352683,0.0110208,90.0,142.0
4878.0,4.0,8.0,1,0.053325,-0.06865718808630393,0.013086379863537867,-0.012979199999999998,887.0,461.0
12891.0,3.0,96.0,1,0.122425,-0.19989081903594771,0.018554517621848437,-0.004979199999999999,1069.0,641.0
640.0,4.0,327.0,1,0.0325,0.016512702078521943,0.02960837180713911,0.0110208,97.0,86.0
8935.0,5.0,3.0,0,0.143925,-0.07946380298818624,0.06162967899768202,-0.012979199999999998,575.7305018056379,504.0876149434008
2780.0,4.0,9.0,0,0.036075,-0.03344817961165049,0.014042349054297564,-0.012979199999999998,833.0,617.0
4168.0,5.0,2.0,1,0.0777,-0.02650852912777599,0.04602878293448209,-0.012979199999999998,2336.0,616.0
382.0,4.0,87.0,1,0.009625,7.51953125e-05,0.006618638914805281,0.0190208,177.0,328.0
1020.0,4.0,73.0,1,0.0223,-0.003203591470258137,0.011510690167464217,0.0030208000000000014,984.0,1321.0
776.0,4.0,450.0,1,0.053325,0.03394091228893058,0.04546293607598197,0.035020800000000005,146.0,1163.0
175.0,4.0,375.0,1,0.016825,0.012468526785714286,0.014835658054085439,0.0270208,123.0,520.0
12514.0,4.0,0.0,1,0.143925,-0.16895434763724806,0.0333837293072346,-0.012979199999999998,575.7305018056379,504.0876149434008
791.0,3.5,224.0,1,0.0149,-0.004883193277310924,0.007225106986422358,0.0110208,315.0,445.0
2465.0,5.0,20.0,1,0.06835,0.006727460665934869,0.048247361975325066,-0.012979199999999998,575.7305018056379,504.0876149434008
344.0,4.0,150.0,1,0.053875,0.045296019034354686,0.044366476911068146,0.0190208,131.0,195.0
3745.0,4.0,21.0,1,0.0777,-0.015930125523012553,0.04936729033868063,-0.012979199999999998,638.0,256.0
805.0,4.5,138.0,2,0.0777,0.05759353073704538,0.07257110066573437,0.0030208000000000014,194.0,200.0
5941.0,4.5,49.0,1,0.122425,-0.02610533088235294,0.07340517584041358,-0.012979199999999998,1255.0,504.0876149434008
14225.0,3.0,7.0,1,0.143925,-0.2117367790132036,0.01988028702716878,-0.012979199999999998,575.7305018056379,504.0876149434008
2981.0,4.5,11.0,1,0.0777,0.003176021886063727,0.05539712404271773,-0.012979199999999998,248.0,421.0
175.0,4.0,95.0,1,0.023725,0.019370411392405064,0.021022906875269316,0.0030208000000000014,159.0,825.0
5737.0,3.5,168.0,1,0.0777,-0.06574615384615384,0.0336455249742279,-0.012979199999999998,476.0,354.0
11917.0,3.5,57.0,0,0.143925,-0.15402675469075747,0.038095333656269825,0.0030208000000000014,1370.0,296.0
4727.0,4.0,202.0,1,0.143925,0.025754473592772758,0.09483978134398065,-0.004979199999999999,575.7305018056379,504.0876149434008
1023.0,4.5,21.0,1,0.053875,0.02831313834726091,0.039007139102383695,-0.012979199999999998,383.0,168.0
1231.0,4.5,16.0,1,0.02915,-0.0016263948497854078,0.019505568810488767,-0.004979199999999999,327.0,628.0
7973.0,5.0,4.0,1,0.143925,-0.05540962473940236,0.06922191247133679,-0.012979199999999998,647.0,332.0
3876.0,4.0,13.0,0,0.06835,-0.028560446395901936,0.03711092687845223,-0.012979199999999998,1384.0,284.0
10934.0,4.0,3.0,0,0.143925,-0.12944748523280056,0.045853301956272574,-0.012979199999999998,575.7305018056379,504.0876149434008
1925.0,4.0,367.0,1,0.143925,0.09581664350243224,0.11695354245955307,0.0110208,575.7305018056379,504.0876149434008
1763.0,4.5,3.0,1,0.0265,-0.01759159584513692,0.004594907458532137,-0.012979199999999998,1703.0,382.0
153.0,4.0,337.0,2,0.0265,0.022696411709159585,0.017305905754471558,0.0030208000000000014,183.0,1025.0
4463.0,3.5,73.0,1,0.0777,-0.033885902800128744,0.04370050944928452,-0.012979199999999998,424.0,462.0
789.0,4.0,3.0,1,0.0094,-0.010352533333333334,0.0043199733090352865,-0.012979199999999998,1055.0,417.0
2440.0,3.5,36.0,1,0.0325,-0.028521939953810624,0.015400142200940659,-0.004979199999999999,924.0,425.0
12022.0,3.5,24.0,1,0.143925,-0.15665221073662264,0.03726665952452997,0.0030208000000000014,126.0,168.0
14952.0,2.5,2.0,1,0.143925,-0.22991493658790826,0.01414270518169371,-0.012979199999999998,1378.0,336.0
1635.0,5.0,4.0,0,0.036075,-0.004803328710124827,0.023080285910492455,-0.012979199999999998,246.0,502.0
12813.0,3.5,10.0,1,0.143925,-0.17643064628214036,0.031023981065422975,-0.012979199999999998,147.0,613.0
1920.0,4.0,999.0,1,0.05195,0.003951901781415503,0.06317912994721245,0.0030208000000000014,449.0,285.0
1137.0,4.5,20.0,0,0.0149,-0.013547731092436975,0.00449299002762221,0.0030208000000000014,88.0,162.0
119.0,4.5,455.0,2,0.143925,0.14097448749131342,0.13120673752547876,-0.012979199999999998,177.0,168.0
104.0,4.5,1361.0,1,0.0149,0.012320672268907562,0.012649859445080456,0.0430208,145.0,466.0
6439.0,3.5,2.0,1,0.06835,-0.09265889132821076,0.016882235770525163,-0.012979199999999998,1149.0,504.0876149434008
2088.0,4.0,712.0,1,0.05195,-0.00025012036591237364,0.06185319692645895,0.0270208,326.0,358.0
775.0,4.5,20.0,0,0.0204,0.0010262576687116566,0.015118155249964634,0.0110208,108.0,163.0
490.0,4.5,13.0,1,0.007525,-0.00474075,0.004155104537714142,-0.012979199999999998,766.0,1210.0
5147.0,3.5,3.0,1,0.053325,-0.07538534240150094,0.010963197605822737,-0.004979199999999999,99.0,991.0
235.0,4.0,310.0,1,0.01345,0.007589106145251397,0.01111822888084219,0.0190208,133.0,370.0
4686.0,4.5,16.0,1,0.05195,-0.06523139142994705,0.04134858985552105,-0.012979199999999998,101.0,243.0
1196.0,2.5,10.0,0,0.011075,-0.018867590497737556,0.0019742811513985825,-0.012979199999999998,1258.0,161.0
909.0,4.5,8.0,1,0.011075,-0.011676357466063348,0.004240755913204156,-0.012979199999999998,753.0,757.0
10479.0,3.5,3.0,1,0.122425,-0.13957850285947712,0.03759045828705406,-0.012979199999999998,121.0,165.0
15500.0,2.5,232.0,1,0.143925,-0.2436173167129951,0.009817815427470409,-0.012979199999999998,473.0,394.0
1580.0,4.0,10.0,1,0.0223,-0.017219304152637487,0.007089574602457385,-0.012979199999999998,374.0,1347.0
836.0,4.5,11.0,1,0.0265,0.0056052880075542965,0.01191360026619415,-0.012979199999999998,487.0,60.0
3229.0,4.0,81.0,2,0.0777,-0.0030259736079819763,0.05343979582465334,-0.012979199999999998,575.7305018056379,504.0876149434008
6284.0,4.0,66.0,1,0.122425,-0.0346820823120915,0.0706981577441592,0.0190208,435.0,165.0
2520.0,4.5,10.0,1,0.053875,-0.009129236304549674,0.027191338366594868,-0.012979199999999998,402.0,456.0
9368.0,3.5,36.0,1,0.122425,-0.11179782986111111,0.04635867142098585,-0.012979199999999998,532.0,878.0
46.0,4.5,1068.0,0,0.06835,0.06722458836443468,0.06733952108187036,0.0430208,580.0,172.0
3807.0,4.0,68.0,1,0.143925,0.048758469423210556,0.10210054516493947,0.0510208,193.0,158.0
1310.0,3.5,22.0,1,0.016475,-0.016299734042553193,0.005305874732589737,-0.012979199999999998,111.0,474.0
8085.0,2.5,10.0,1,0.0777,-0.12446504666881236,0.015114046522553706,-0.012979199999999998,443.0,674.0
13470.0,4.0,4.0,1,0.143925,-0.19285849982626824,0.025838848641107817,-0.012979199999999998,1302.0,74.0
957.0,4.0,6.0,1,0.0157,-0.008238118022328548,0.010137419223189763,-0.012979199999999998,900.0,504.0876149434008
5904.0,4.5,33.0,0,0.122425,-0.02518014195261438,0.07369718653884334,-0.004979199999999999,422.0,1445.0
4277.0,5.0,0.0,1,0.06835,-0.038589114526161726,0.0339460009579377,-0.012979199999999998,300.0,153.0
169.0,4.5,566.0,1,0.143925,0.1397242703266157,0.1308121307960788,0.0430208,130.0,408.0
510.0,4.5,83.0,1,0.0149,0.0021536134453781514,0.009443964978973924,0.0190208,202.0,148.0
6126.0,2.0,49.0,0,0.053325,-0.0998718222326454,0.0032360770470751055,-0.012979199999999998,575.7305018056379,504.0876149434008
8829.0,4.5,3.0,1,0.122425,-0.0983200776143791,0.05061255700081413,-0.012979199999999998,1702.0,504.0876149434008
5558.0,3.5,359.0,1,0.143925,0.0049758643154968725,0.0882814175013537,0.0190208,575.7305018056379,504.0876149434008
16160.0,1.5,63.0,1,0.143925,-0.26012018328700487,0.004609006599391253,-0.012979199999999998,1603.0,412.0
2403.0,4.0,316.0,2,0.122425,0.06236273488562091,0.10132771235513062,0.0190208,133.0,192.0
5059.0,3.0,46.0,1,0.053325,-0.0731843105065666,0.011657770240316905,-0.012979199999999998,374.0,1111.0
1176.0,4.0,439.0,0,0.053325,0.02393622185741088,0.04230578773737211,-0.004979199999999999,224.0,1468.0
1926.0,4.0,0.0,1,0.0204,-0.0277840490797546,0.00603147290390234,-0.012979199999999998,490.0,899.0
12437.0,3.0,122.0,1,0.122425,-0.18853850081699347,0.022137567813392114,0.0110208,575.7305018056379,504.0876149434008
8.0,4.5,1741.0,1,0.0157,0.015524720893141945,0.01762995103222955,0.0270208,128.0,315.0
2621.0,3.0,13.0,1,0.0265,-0.039061850802644,-0.0021790282793039003,-0.004979199999999999,397.0,1251.0
355.0,4.0,295.0,0,0.053325,0.04447084896810506,0.04878583470236885,0.0270208,141.0,284.0
796.0,4.0,39.0,1,0.0265,0.006606232294617563,0.012229401466093266,-0.004979199999999999,118.0,141.0
251.0,5.0,65.0,0,0.016825,0.010565699404761904,0.014235599505862718,0.0190208,133.0,297.0
6399.0,3.5,161.0,0,0.122425,-0.0375576695261438,0.06979055692471532,-0.004979199999999999,270.0,750.0
2213.0,4.5,32.0,1,0.036075,-0.019263349514563106,0.01851790381190674,0.0110208,183.0,736.0
11279.0,3.5,18.0,0,0.122425,-0.1595825878267974,0.031276713456140096,0.0110208,1069.0,504.0876149434008
4349.0,3.5,446.0,0,0.122425,0.01370279820261438,0.08596952805393238,0.035020800000000005,93.0,1321.0
9606.0,4.5,20.0,1,0.122425,-0.1177490451388889,0.04448033233378893,-0.012979199999999998,2054.0,504.0876149434008
12274.0,3.5,20.0,1,0.122425,-0.18446266850490198,0.02342399332269084,-0.012979199999999998,575.7305018056379,504.0876149434008
141.0,4.5,74.0,0,0.02915,0.025646995708154506,0.02810980596282902,0.035020800000000005,119.0,626.0
3129.0,4.0,383.0,1,0.122425,0.04420902777777778,0.09559798892107618,0.0030208000000000014,132.0,1128.0
268.0,5.0,158.0,1,0.122425,0.11574863664215687,0.11817751887263228,0.0270208,145.0,724.0
167.0,4.0,273.0,0,0.012825,0.00866689453125,0.01272062394749327,0.0110208,174.0,483.0
872.0,4.0,43.0,1,0.0223,0.0005005611672278339,0.012679127852501736,-0.012979199999999998,96.0,148.0
7200.0,3.0,5.0,1,0.06835,-0.11169085254299303,0.010875979846556184,-0.012979199999999998,1074.0,233.0
3245.0,4.0,29.0,0,0.06835,-0.01277967435053055,0.042091146967840436,-0.004979199999999999,1014.0,320.0
1033.0,4.5,25.0,1,0.0265,0.0006756373937677054,0.010358279356691005,-0.004979199999999999,318.0,788.0
677.0,4.0,134.0,1,0.0149,-0.002028403361344538,0.008125284250304489,0.0190208,575.7305018056379,504.0876149434008
50.0,4.5,884.0,1,0.016825,0.015598177083333333,0.015822596455767547,0.0430208,115.0,889.0
3236.0,4.0,36.0,0,0.06835,-0.012554592023417488,0.0421621802179268,0.0030208000000000014,594.0,329.0
1612.0,3.5,8.0,0,0.0157,-0.024639234449760763,0.004966072189553241,-0.012979199999999998,1801.0,504.0876149434008
5544.0,4.0,4.0,1,0.06835,-0.07027570435418953,0.023946097862446634,-0.012979199999999998,1116.0,512.0
2203.0,4.0,381.0,1,0.05195,-0.0031265045739046703,0.06094556420391936,0.0110208,172.0,925.0
88.0,4.5,123.0,1,0.022325,0.020147561659192827,0.021654481343717686,0.0190208,93.0,284.0
6526.0,3.0,5.0,1,0.06835,-0.09483468715697035,0.01619558101969034,-0.012979199999999998,441.0,504.0876149434008
1117.0,4.5,23.0,1,0.02915,0.0012260515021459226,0.020405461503485822,-0.012979199999999998,417.0,709.0
2578.0,3.5,7.0,1,0.036075,-0.02839467753120666,0.015636814770412295,-0.004979199999999999,129.0,734.0
3147.0,3.5,3.0,0,0.036075,-0.04262954230235784,0.01114547322353466,-0.004979199999999999,474.0,504.0876149434008
10254.0,3.5,84.0,1,0.122425,-0.1339523539624183,0.039366199020748616,0.0030208000000000014,831.0,631.0
1145.0,4.5,26.0,1,0.036075,0.007455166435506241,0.026948049281265814,0.0190208,389.0,402.0
11645.0,3.5,2.0,1,0.122425,-0.16873445669934642,0.02838817519599695,-0.012979199999999998,957.0,504.0876149434008
159.0,4.5,66.0,1,0.022325,0.018370571748878926,0.021093975264459955,0.0190208,137.0,152.0
1358.0,3.0,41.0,1,0.012825,-0.021166259765625,0.003316363785193776,-0.004979199999999999,575.7305018056379,504.0876149434008
2689.0,4.5,219.0,1,0.143925,0.0767133252258513,0.11092395163432203,0.0110208,575.7305018056379,504.0876149434008
286.0,4.0,444.0,1,0.0325,0.025369515011547345,0.03240265696302481,0.0030208000000000014,143.0,1686.0
3360.0,5.0,0.0,1,0.053875,-0.030138985608170847,0.02056122973729452,-0.004979199999999999,671.0,504.0876149434008
2303.0,3.5,217.0,1,0.06835,0.010778942553969995,0.049525960476879564,0.0270208,96.0,248.0
438.0,5.0,36.0,1,0.036075,0.02514242371705964,0.03252867928766738,0.035020800000000005,526.0,212.0
276.0,4.0,84.0,1,0.023725,0.01684274789029536,0.020225567936327446,0.0110208,427.0,260.0
4690.0,4.0,8.0,1,0.053325,-0.06395498358348967,0.0145702395826845,-0.012979199999999998,425.0,504.0876149434008
2959.0,4.0,65.0,1,0.06835,-0.005627058177826564,0.04434842580391814,0.0030208000000000014,575.7305018056379,504.0876149434008
867.0,4.5,319.0,1,0.122425,0.10077057802287581,0.11345010243048544,0.0190208,130.0,1343.0
8195.0,3.5,37.0,1,0.0777,-0.1272159317669778,0.014245876748412238,-0.004979199999999999,1561.0,924.0
3604.0,5.0,4.0,1,0.053875,-0.036241817548746516,0.018635341040212042,-0.012979199999999998,1261.0,504.0876149434008
13950.0,3.5,2.0,1,0.143925,-0.20486058460736623,0.022050624038868427,-0.012979199999999998,1481.0,504.0876149434008
72.0,4.0,791.0,1,0.0205,0.018722832722832723,0.020407630197230728,0.0430208,541.0,727.0
3236.0,3.5,9.0,1,0.0325,-0.048437259430331024,0.009116947330644009,-0.012979199999999998,125.0,844.0
1931.0,4.5,25.0,1,0.053875,0.005602599814298978,0.031840307393568565,-0.012979199999999998,563.0,588.0
725.0,4.0,61.0,1,0.022325,0.004204708520179372,0.01662571553403917,-0.012979199999999998,1006.0,592.0
2243.0,4.0,150.0,1,0.143925,0.08786526233495483,0.11444384366056946,-0.004979199999999999,575.7305018056379,504.0876149434008
6959.0,3.0,4.0,1,0.06835,-0.10566364800585437,0.012778092432202074,-0.012979199999999998,575.7305018056379,504.0876149434008
2704.0,2.0,2.0,1,0.023725,-0.043921281645569625,0.0010578556219624816,-0.004979199999999999,445.0,901.0
4389.0,5.0,4.0,1,0.06835,-0.0413901390413465,0.03306203162352964,-0.012979199999999998,1236.0,79.0
130.0,4.5,780.0,1,0.016825,0.013595200892857142,0.015190955878690997,0.0190208,214.0,155.0
790.0,5.0,4.0,0,0.0157,-0.00405645933014354,0.011455915337109305,-0.004979199999999999,745.0,183.0
53.0,4.5,804.0,1,0.06835,0.06704952433223564,0.06728427299846985,0.0430208,378.0,328.0
4576.0,4.0,0.0,1,0.053325,-0.06110364681050657,0.015470026859188312,-0.012979199999999998,922.0,504.0876149434008
1654.0,4.5,15.0,1,0.02715,-0.014213087557603688,0.015377229085862953,-0.012979199999999998,223.0,346.0
1915.0,4.5,130.0,1,0.053325,0.005452556285178236,0.036472956181790396,0.0190208,276.0,258.0
777.0,4.0,104.0,1,0.0204,0.000976196319018405,0.015102366053881119,0.0270208,186.0,248.0
1534.0,4.0,609.0,1,0.05195,0.013606547905633126,0.06622561891156271,0.0030208000000000014,674.0,195.0
13487.0,4.0,2.0,1,0.143925,-0.19328357366226548,0.025704682353111834,-0.012979199999999998,291.0,422.0
2856.0,5.0,33.0,1,0.05195,-0.01945936446798267,0.05579178883158585,-0.012979199999999998,1508.0,52.0
453.0,4.0,232.0,0,0.036075,0.02476716366158114,0.03241027836815391,0.0030208000000000014,87.0,1297.0
8031.0,5.0,2.0,1,0.122425,-0.07836600285947712,0.05691051746965082,-0.012979199999999998,892.0,908.0
2162.0,2.5,4.0,0,0.0204,-0.033691288343558286,0.00416834776604769,0.0030208000000000014,1871.0,504.0876149434008
6731.0,4.0,122.0,1,0.143925,-0.024354230368311327,0.0790239436296312,0.0030208000000000014,326.0,172.0
4265.0,4.0,103.0,0,0.05195,-0.05470132402503611,0.044671314865861636,-0.004979199999999999,1165.0,620.0
5545.0,3.0,2.0,1,0.053325,-0.08534000938086304,0.007821835008905926,-0.012979199999999998,1376.0,197.0
6782.0,3.0,39.0,1,0.06835,-0.10123702890596413,0.014175079683900511,-0.012979199999999998,263.0,681.0
875.0,4.5,21.0,0,0.036075,0.01420984743411928,0.02907926583250828,-0.004979199999999999,99.0,321.0
977.0,4.5,12.0,1,0.0205,-0.0039297924297924305,0.013262985969573548,-0.012979199999999998,1032.0,651.0
2872.0,3.5,5.0,1,0.02715,-0.04469115207373272,0.005762513979815172,-0.012979199999999998,746.0,108.0
6114.0,4.0,44.0,1,0.143925,-0.008926550555941626,0.08389339067042642,-0.004979199999999999,119.0,106.0
1158.0,5.0,2.0,1,0.016475,-0.01249395896656535,0.006506013064961224,0.0270208,112.0,504.0876149434008
663.0,4.0,86.0,1,0.01345,-0.0031308193668528866,0.007738539988086183,0.0190208,113.0,211.0
1791.0,4.0,104.0,1,0.05195,0.007178454501685123,0.06419725708814815,0.0110208,116.0,1606.0
1799.0,5.0,55.0,1,0.143925,0.09896719075747046,0.11794795141764089,0.0270208,119.0,135.0
5806.0,3.5,2.0,1,0.06835,-0.07682810098792535,0.02187824102659923,-0.012979199999999998,3049.0,121.0
5358.0,4.5,3.0,1,0.06835,-0.06562400292718623,0.02541411836423143,-0.012979199999999998,1291.0,177.0
6425.0,4.0,105.0,1,0.122425,-0.0382078022875817,0.06958536021771061,-0.004979199999999999,575.7305018056379,504.0876149434008
4656.0,4.0,110.0,1,0.143925,0.027529781966643505,0.09540012289972855,0.0030208000000000014,1048.0,39.0
2954.0,3.5,166.0,0,0.06835,-0.005502012440541528,0.044387888720632776,0.0030208000000000014,575.7305018056379,504.0876149434008
7294.0,4.0,19.0,0,0.122425,-0.059937239583333336,0.06272705489513032,-0.012979199999999998,731.0,422.0
12400.0,4.0,2.0,1,0.143925,-0.16610385250173731,0.03428343265026645,-0.004979199999999999,3141.0,504.0876149434008
2438.0,1.0,0.0,0,0.0204,-0.040599754601227,0.001989438706522761,-0.012979199999999998,1539.0,504.0876149434008
1293.0,3.5,59.0,0,0.016475,-0.015874088145896657,0.005440100730289179,-0.004979199999999999,423.0,678.0
7092.0,3.0,5.0,1,0.0777,-0.0996320566462826,0.022951251847303487,-0.012979199999999998,309.0,420.0
7596.0,4.0,27.0,1,0.122425,-0.06748878165849674,0.0603436162214603,-0.004979199999999999,1948.0,719.0
267.0,4.0,360.0,1,0.0204,0.013741840490797547,0.019128611055177182,0.0270208,374.0,297.0
11111.0,3.5,137.0,0,0.122425,-0.15538172998366012,0.03260259987063202,-0.004979199999999999,575.7305018056379,504.0876149434008
521.0,4.0,76.0,1,0.0205,0.007484126984126984,0.016862939304172084,0.0110208,250.0,155.0
1332.0,4.0,5.0,1,0.0157,-0.017628070175438593,0.007176724356603968,0.0270208,580.0,228.0
2465.0,2.5,17.0,1,0.0223,-0.03936913580246914,0.00010263303990194433,-0.012979199999999998,575.7305018056379,504.0876149434008
750.0,4.5,81.0,0,0.053875,0.03514130687093779,0.04116192440690631,0.0110208,202.0,1006.0
1491.0,4.0,40.0,1,0.0265,-0.010785174693106704,0.006742355617846126,-0.004979199999999999,342.0,1197.0
1270.0,4.5,50.0,1,0.05195,0.02020972556571979,0.06830922794417535,-0.012979199999999998,98.0,66.0
2213.0,4.0,26.0,1,0.053875,-0.0014506731662024142,0.029614485210874873,-0.012979199999999998,783.0,721.0
13137.0,4.0,4.0,1,0.143925,-0.1845320535093815,0.02846692945891139,-0.012979199999999998,1262.0,154.0
245.0,4.5,36.0,1,0.01345,0.007338640595903167,0.011039264187086208,-0.004979199999999999,264.0,203.0
16378.0,1.0,0.0,1,0.143925,-0.2655711301250869,0.002888521259207532,-0.012979199999999998,308.0,1598.0
2915.0,4.0,56.0,1,0.053325,-0.019559169793621014,0.02858008533526575,-0.012979199999999998,93.0,92.0
5380.0,4.0,5.0,1,0.0777,-0.056818281300289666,0.03646313051394157,-0.004979199999999999,265.0,1015.0
15868.0,2.5,4.0,1,0.143925,-0.25281891504517023,0.0069135098990868804,-0.012979199999999998,575.7305018056379,504.0876149434008
4316.0,4.5,39.0,0,0.143925,0.03603125868658791,0.0980834486596481,0.0030208000000000014,264.0,115.0
183.0,4.0,179.0,1,0.012825,0.00826611328125,0.012594286279485887,0.0110208,195.0,163.0
9731.0,3.5,82.0,1,0.143925,-0.09936726025017373,0.05534753986563504,-0.004979199999999999,121.0,903.0
7110.0,3.5,17.0,0,0.06835,-0.1094400292718624,0.011586312347419794,-0.012979199999999998,1522.0,402.0
4212.0,4.0,125.0,0,0.143925,0.038631710389159135,0.09890423065679999,-0.004979199999999999,132.0,490.0
11961.0,3.5,65.0,1,0.143925,-0.15512694579569145,0.03774807973439789,0.0190208,206.0,125.0
